ano,mes,natureza,quantidade
2021,7,PAPAGAIO GALEGO,4
2021,8,PAPAGAIO GALEGO,4
2021,9,PAPAGAIO GALEGO,6
2021,10,PAPAGAIO GALEGO,8
2021,11,PAPAGAIO GALEGO,13
2021,12,PAPAGAIO GALEGO,6
2021,1,PAPAGAIO VERDADEIRO,8
2021,2,PAPAGAIO VERDADEIRO,4
2021,3,PAPAGAIO VERDADEIRO,3
2021,6,PAPAGAIO VERDADEIRO,4
2021,7,PAPAGAIO VERDADEIRO,1
2021,8,PAPAGAIO VERDADEIRO,3
2021,9,PAPAGAIO VERDADEIRO,5
2021,10,PAPAGAIO VERDADEIRO,7
2021,11,PAPAGAIO VERDADEIRO,11
2021,12,PAPAGAIO VERDADEIRO,5
2021,1,PATATIVA,4
2021,3,PATATIVA,3
2021,7,PATATIVA,1
2021,10,PATATIVA,1
2021,11,PATATIVA,4
2021,12,PATATIVA,1
2021,4,PATO,1
2021,9,PERDIZ,1
2021,1,PERIQUITO DO ENCONTRO,9
2021,2,PERIQUITO DO ENCONTRO,20
2021,3,PERIQUITO DO ENCONTRO,6
2021,4,PERIQUITO DO ENCONTRO,2
2021,5,PERIQUITO DO ENCONTRO,8
2021,6,PERIQUITO DO ENCONTRO,3
2021,8,PERIQUITO DO ENCONTRO,9
2021,9,PERIQUITO DO ENCONTRO,8
2021,10,PERIQUITO DO ENCONTRO,44
2021,11,PERIQUITO DO ENCONTRO,21
2021,12,PERIQUITO DO ENCONTRO,13
2021,3,PERIQUITO MARACANÃ,4
2021,4,PERIQUITO MARACANÃ,2
2021,5,PERIQUITO MARACANÃ,1
2021,7,PERIQUITO MARACANÃ,1
2021,9,PERIQUITO MARACANÃ,2
2021,1,PERIQUITO REI,2
2021,2,PERIQUITO REI,7
2021,6,PERIQUITO REI,1
2021,7,PERIQUITO REI,1
2021,8,PERIQUITO REI,1
2021,9,PERIQUITO REI,1
2021,11,PERIQUITO REI,2
2021,12,PERIQUITO REI,1
2021,2,PERIQUITO RICO,1
2021,4,PERIQUITO RICO,1
2021,1,PICA-PAU,1
2021,2,PICA-PAU,2
2021,3,PICA-PAU,3
2021,4,PICA-PAU,1
2021,7,PICA-PAU,2
2021,8,PICA-PAU,1
2021,9,PICA-PAU,2
2021,10,PICA-PAU,5
2021,11,PICA-PAU,6
2021,4,PINTASSILGO,2
2021,6,PINTASSILGO,1
2021,10,PINTASSILGO,3
2021,11,PINTASSILGO,1
2021,1,POMBA DO BANDO,3
2021,3,POMBA DO BANDO,2
2021,5,POMBA DO BANDO,3
2021,6,POMBA DO BANDO,4
2021,7,POMBA DO BANDO,4
2021,8,POMBA DO BANDO,2
2021,10,POMBA DO BANDO,1
2021,11,POMBA DO BANDO,5
2021,12,POMBA DO BANDO,4
2021,1,POMBA VERDADEIRA,2
2021,5,POMBA VERDADEIRA,1
2021,6,POMBA VERDADEIRA,2
2021,7,POMBA VERDADEIRA,2
2021,8,POMBA VERDADEIRA,1
2021,11,POMBA VERDADEIRA,2
2021,5,QUERO-QUERO,1
2021,8,QUERO-QUERO,1
2021,10,QUERO-QUERO,1
2021,11,QUERO-QUERO,1
2021,12,QUERO-QUERO,7
2021,7,ROLINHA CINZENTA,1
2021,1,ROLINHA-ROXA,2
2021,2,ROLINHA-ROXA,1
2021,3,ROLINHA-ROXA,3
2021,4,ROLINHA-ROXA,3
2021,5,ROLINHA-ROXA,2
2021,6,ROLINHA-ROXA,1
2021,8,ROLINHA-ROXA,1
2021,12,ROLINHA-ROXA,2
2021,3,ROUXINOL DO ENCONTRO,1
2021,3,SABIÁ-BARRANCO,2
2021,4,SABIÁ-BARRANCO,1
2021,10,SABIÁ-BARRANCO,1
2021,11,SABIÁ-BARRANCO,2
2021,2,SABIÁ-DO-CAMPO,2
2021,4,SABIÁ-DO-CAMPO,1
2021,6,SABIÁ-DO-CAMPO,3
2021,7,SABIÁ-DO-CAMPO,1
2021,8,SABIÁ-DO-CAMPO,1
2021,9,SABIÁ-DO-CAMPO,2
2021,10,SABIÁ-DO-CAMPO,2
2021,11,SABIÁ-DO-CAMPO,9
2021,12,SABIÁ-DO-CAMPO,10
2021,1,SABIÁ-LARANJEIRA,1
2021,4,SABIÁ-LARANJEIRA,1
2021,7,SABIÁ-LARANJEIRA,1
2021,9,SABIÁ-LARANJEIRA,1
2021,10,SABIÁ-LARANJEIRA,1
2021,11,SABIÁ-LARANJEIRA,2
2021,2,SAIRA AMARELA,1
2021,5,SAIRA AMARELA,1
2021,4,SANHAÇO CINZENTO,1
2021,6,SANHAÇO CINZENTO,2
2021,7,SANHAÇO CINZENTO,2
2021,8,SANHAÇO CINZENTO,1
2021,10,SANHAÇO CINZENTO,1
2021,4,SANHAÇO COQUEIRO,2
2021,11,SANHAÇO COQUEIRO,1
2021,1,SARACURA,1
2021,3,SARACURA,1
2021,4,SARACURA,1
2021,8,SARACURA,1
2021,9,SARACURA,1
2021,11,SARACURA,2
2021,5,SERIEMA,1
2021,7,SERIEMA,1
2021,10,SERIEMA,1
2021,11,SERIEMA,2
2021,12,SOCO,1
2021,10,SUIRIRI-CAVALEIRO,1
2021,8,TICO TICO REI,1
2021,11,TICO TICO REI,1
2021,1,TIZIU,1
2021,6,TIZIU,1
2021,12,TIZIU,1
2021,2,TRINCA FERRO,4
2021,5,TRINCA FERRO,4
2021,6,TRINCA FERRO,1
2021,7,TRINCA FERRO,2
2021,9,TRINCA FERRO,3
2021,10,TRINCA FERRO,2
2021,11,TRINCA FERRO,7
2021,12,TRINCA FERRO,7
2021,1,TUCANO,1
2021,2,TUCANO,2
2021,3,TUCANO,1
2021,4,TUCANO,2
2021,5,TUCANO,1
2021,6,TUCANO,2
2021,7,TUCANO,1
2021,8,TUCANO,2
2021,10,TUCANO,4
2021,11,TUCANO,8
2021,12,TUCANO,1
2021,1,TUIM,3
2021,3,TUIM,1
2021,1,URUBU,2
2021,3,URUBU,1
2021,4,URUBU,2
2021,5,URUBU,1
2021,6,URUBU,3
2021,7,URUBU,3
2021,8,URUBU,9
2021,9,URUBU,6
2021,10,URUBU,6
2021,11,URUBU,5
2021,12,URUBU,4
2021,5,URUTAU,1
2021,6,URUTAU,1
2021,9,URUTAU,1
2021,10,URUTAU,3
2021,3,XEXÉU,1
2021,10,XEXÉU,1
2021,11,XEXÉU,2
2021,1,NOME POPULAR,129
2021,2,NOME POPULAR,88
2021,3,NOME POPULAR,75
2021,4,NOME POPULAR,59
2021,5,NOME POPULAR,50
2021,6,NOME POPULAR,48
2021,7,NOME POPULAR,58
2021,8,NOME POPULAR,50
2021,9,NOME POPULAR,221
2021,10,NOME POPULAR,153
2021,11,NOME POPULAR,118
2021,12,NOME POPULAR,129
2021,4,ANTA,1
2021,12,ANTA,1
2021,4,BICHO PREGUIÇA,1
2021,12,BICHO PREGUIÇA,1
2021,4,CACHORRO DO MATO,1
2021,6,CACHORRO DO MATO,2
2021,7,CACHORRO DO MATO,1
2021,11,CACHORRO DO MATO,1
2021,1,CAPIVARA,7
2021,2,CAPIVARA,2
2021,3,CAPIVARA,2
2021,4,CAPIVARA,6
2021,5,CAPIVARA,3
2021,6,CAPIVARA,2
2021,7,CAPIVARA,1
2021,8,CAPIVARA,2
2021,9,CAPIVARA,4
2021,10,CAPIVARA,1
2021,11,CAPIVARA,1
2021,12,CAPIVARA,5
2021,10,CUTIA,1
2021,12,CUTIA,1
2021,12,FURÃO,1
2021,8,GATO DO MATO,1
2021,4,GUAXINIM,1
2021,5,GUAXINIM,1
2021,12,JAGUATIRICA,1
2021,3,LOBO GUARA,1
2021,11,LOBO GUARA,1
2021,8,LONTRA,1
2021,5,MACACO BUGIO/GUARIBA,1
2021,10,MACACO BUGIO/GUARIBA,1
2021,11,MACACO BUGIO/GUARIBA,1
2021,9,MACACO PREGO,2
2021,11,MACACO PREGO,2
2021,1,MACACO SAGUI,6
2021,2,MACACO SAGUI,7
2021,3,MACACO SAGUI,4
2021,4,MACACO SAGUI,6
2021,5,MACACO SAGUI,9
2021,6,MACACO SAGUI,6
2021,7,MACACO SAGUI,2
2021,8,MACACO SAGUI,6
2021,9,MACACO SAGUI,4
2021,10,MACACO SAGUI,7
2021,11,MACACO SAGUI,2
2021,12,MACACO SAGUI,3
2021,11,MACACO SAGUI DO TUFO PRETO,6
2021,12,MACACO SAGUI DO TUFO PRETO,6
2021,2,MICO ESTRELA,2
2021,3,MICO ESTRELA,5
2021,4,MICO ESTRELA,1
2021,5,MICO ESTRELA,2
2021,6,MICO ESTRELA,1
2021,7,MICO ESTRELA,3
2021,10,MICO ESTRELA,2
2021,11,MICO ESTRELA,4
2021,1,PORCO ESPINHO,1
2021,5,PORCO ESPINHO,1
2021,6,PORCO ESPINHO,1
2021,7,PORCO ESPINHO,3
2021,8,PORCO ESPINHO,2
2021,9,PORCO ESPINHO,5
2021,10,PORCO ESPINHO,4
2021,11,PORCO ESPINHO,2
2021,12,PORCO ESPINHO,1
2021,5,QUATI,1
2021,11,QUATI,2
2021,12,QUATI,1
2021,1,RAPOSA,1
2021,2,RAPOSA,1
2021,3,RAPOSA,1
2021,6,RAPOSA,1
2021,9,RAPOSA,1
2021,10,RAPOSA,1
2021,11,RAPOSA,1
2021,1,SARUÊ,110
2021,2,SARUÊ,71
2021,3,SARUÊ,57
2021,4,SARUÊ,39
2021,5,SARUÊ,31
2021,6,SARUÊ,35
2021,7,SARUÊ,46
2021,8,SARUÊ,38
2021,9,SARUÊ,202
2021,10,SARUÊ,130
2021,11,SARUÊ,89
2021,12,SARUÊ,98
2021,4,TAMANDUÁ BANDEIRA,2
2021,10,TAMANDUÁ BANDEIRA,1
2021,11,TAMANDUÁ BANDEIRA,1
2021,12,TAMANDUÁ BANDEIRA,1
2021,1,TAMANDUÁ MIRIM,1
2021,10,TAMANDUÁ MIRIM,1
2021,12,TAMANDUÁ MIRIM,2
2021,7,TATU BOLA,1
2021,11,TATU BOLA,1
2021,3,TATU CANASTRA,1
2021,10,TATU CANASTRA,3
2021,4,TATU DE RABO MOLE,1
2021,1,TATU GALINHA,1
2021,2,TATU GALINHA,3
2021,3,TATU GALINHA,2
2021,5,TATU GALINHA,1
2021,9,TATU GALINHA,2
2021,11,TATU GALINHA,4
2021,12,TATU GALINHA,5
2021,1,TATU PEBA,1
2021,2,TATU PEBA,2
2021,10,TATU PEBA,1
2021,12,TATU PEBA,1
2021,1,VEADO CAMPEIRO,1
2021,3,VEADO CAMPEIRO,2
2021,7,VEADO CAMPEIRO,1
2021,9,VEADO CAMPEIRO,1
2021,12,VEADO CAMPEIRO,1
2021,1,NOME POPULAR,64
2021,2,NOME POPULAR,72
2021,3,NOME POPULAR,83
2021,4,NOME POPULAR,61
2021,5,NOME POPULAR,51
2021,6,NOME POPULAR,24
2021,7,NOME POPULAR,14
2021,8,NOME POPULAR,15
2021,9,NOME POPULAR,19
2021,10,NOME POPULAR,40
2021,11,NOME POPULAR,59
2021,12,NOME POPULAR,76
2021,3,CÁGADO COMUM,2
2021,4,CÁGADO COMUM,1
2021,8,CÁGADO COMUM,1
2021,10,CÁGADO COMUM,1
2021,11,CÁGADO COMUM,3
2021,12,CÁGADO COMUM,2
2021,1,CÁGADO DE BARBICHA,1
2021,2,CÁGADO DE BARBICHA,2
2021,3,CÁGADO DE BARBICHA,2
2021,5,CÁGADO DE BARBICHA,1
2021,6,CÁGADO DE BARBICHA,2
2021,10,CÁGADO DE BARBICHA,1
2021,11,CÁGADO DE BARBICHA,1
2021,12,CÁGADO DE BARBICHA,1
2021,5,IGUANA,1
2021,6,IGUANA,1
2021,1,JABUTI,6
2021,2,JABUTI,7
2021,3,JABUTI,3
2021,5,JABUTI,4
2021,7,JABUTI,1
2021,8,JABUTI,1
2021,10,JABUTI,2
2021,11,JABUTI,3
2021,12,JABUTI,1
2021,5,JACARETINGA,1
2021,2,SERPENTE BOIPEBA,1
2021,3,SERPENTE BOIPEBA,2
2021,4,SERPENTE BOIPEBA,4
2021,5,SERPENTE BOIPEBA,1
2021,6,SERPENTE BOIPEBA,1
2021,1,SERPENTE CASCAVEL,7
2021,2,SERPENTE CASCAVEL,6
2021,3,SERPENTE CASCAVEL,22
2021,4,SERPENTE CASCAVEL,14
2021,5,SERPENTE CASCAVEL,14
2021,6,SERPENTE CASCAVEL,1
2021,7,SERPENTE CASCAVEL,4
2021,8,SERPENTE CASCAVEL,2
2021,9,SERPENTE CASCAVEL,2
2021,10,SERPENTE CASCAVEL,5
2021,11,SERPENTE CASCAVEL,5
2021,12,SERPENTE CASCAVEL,5
2021,1,SERPENTE COBRA CEGA / CECÍLIA,1
2021,2,SERPENTE COBRA CEGA / CECÍLIA,1
2021,3,SERPENTE COBRA CEGA / CECÍLIA,3
2021,4,SERPENTE COBRA CEGA / CECÍLIA,2
2021,5,SERPENTE COBRA CEGA / CECÍLIA,1
2021,10,SERPENTE COBRA CEGA / CECÍLIA,1
2021,12,SERPENTE COBRA CEGA / CECÍLIA,1
2021,1,SERPENTE COBRA CEGA / DE DUAS CABEÇAS,5
2021,2,SERPENTE COBRA CEGA / DE DUAS CABEÇAS,5
2021,3,SERPENTE COBRA CEGA / DE DUAS CABEÇAS,4
2021,4,SERPENTE COBRA CEGA / DE DUAS CABEÇAS,1
2021,5,SERPENTE COBRA CEGA / DE DUAS CABEÇAS,1
2021,7,SERPENTE COBRA CEGA / DE DUAS CABEÇAS,2
2021,11,SERPENTE COBRA CEGA / DE DUAS CABEÇAS,3
2021,12,SERPENTE COBRA CEGA / DE DUAS CABEÇAS,1
2021,1,SERPENTE COBRA CIPÓ,8
2021,2,SERPENTE COBRA CIPÓ,6
2021,3,SERPENTE COBRA CIPÓ,4
2021,4,SERPENTE COBRA CIPÓ,6
2021,5,SERPENTE COBRA CIPÓ,1
2021,6,SERPENTE COBRA CIPÓ,1
2021,7,SERPENTE COBRA CIPÓ,1
2021,8,SERPENTE COBRA CIPÓ,2
2021,9,SERPENTE COBRA CIPÓ,2
2021,10,SERPENTE COBRA CIPÓ,2
2021,11,SERPENTE COBRA CIPÓ,8
2021,12,SERPENTE COBRA CIPÓ,6
2021,2,SERPENTE COBRA D'ÁGUA,7
2021,3,SERPENTE COBRA D'ÁGUA,7
2021,4,SERPENTE COBRA D'ÁGUA,7
2021,5,SERPENTE COBRA D'ÁGUA,5
2021,6,SERPENTE COBRA D'ÁGUA,1
2021,8,SERPENTE COBRA D'ÁGUA,3
2021,9,SERPENTE COBRA D'ÁGUA,2
2021,10,SERPENTE COBRA D'ÁGUA,2
2021,11,SERPENTE COBRA D'ÁGUA,2
2021,12,SERPENTE COBRA D'ÁGUA,9
2021,1,SERPENTE COBRA DORMIDEIRA,3
2021,3,SERPENTE COBRA DORMIDEIRA,1
2021,12,SERPENTE COBRA DORMIDEIRA,1
2021,2,SERPENTE COBRA-DE-CAPIM,1
2021,3,SERPENTE COBRA-DE-CAPIM,3
2021,4,SERPENTE COBRA-DE-CAPIM,1
2021,5,SERPENTE COBRA-DE-CAPIM,2
2021,6,SERPENTE COBRA-DE-CAPIM,3
2021,7,SERPENTE COBRA-DE-CAPIM,2
2021,10,SERPENTE COBRA-DE-CAPIM,2
2021,11,SERPENTE COBRA-DE-CAPIM,1
2021,12,SERPENTE COBRA-DE-CAPIM,2
2021,12,SERPENTE COBRA-PAPAGAIO (EXÓTICA),1
2021,1,SERPENTE COBRA-VERDE,1
2021,1,SERPENTE CORAL FALSA,1
2021,2,SERPENTE CORAL FALSA,5
2021,3,SERPENTE CORAL FALSA,5
2021,4,SERPENTE CORAL FALSA,4
2021,5,SERPENTE CORAL FALSA,5
2021,6,SERPENTE CORAL FALSA,2
2021,7,SERPENTE CORAL FALSA,1
2021,10,SERPENTE CORAL FALSA,5
2021,11,SERPENTE CORAL FALSA,10
2021,12,SERPENTE CORAL FALSA,12
2021,1,SERPENTE CORAL VERDADEIRA,8
2021,2,SERPENTE CORAL VERDADEIRA,1
2021,3,SERPENTE CORAL VERDADEIRA,1
2021,6,SERPENTE CORAL VERDADEIRA,1
2021,11,SERPENTE CORAL VERDADEIRA,1
2021,12,SERPENTE CORAL VERDADEIRA,1
2021,2,SERPENTE CORN SNAKE (EXÓTICA),1
2021,3,SERPENTE CORN SNAKE (EXÓTICA),1
2021,4,SERPENTE CORN SNAKE (EXÓTICA),1
2021,5,SERPENTE CORN SNAKE (EXÓTICA),1
2021,6,SERPENTE CORN SNAKE (EXÓTICA),3
2021,8,SERPENTE CORN SNAKE (EXÓTICA),2
2021,9,SERPENTE CORN SNAKE (EXÓTICA),2
2021,10,SERPENTE CORN SNAKE (EXÓTICA),1
2021,12,SERPENTE CORN SNAKE (EXÓTICA),2
2021,1,SERPENTE CORRE CAMPO,4
2021,3,SERPENTE CORRE CAMPO,1
2021,6,SERPENTE CORRE CAMPO,1
2021,9,SERPENTE CORRE CAMPO,1
2021,11,SERPENTE CORRE CAMPO,1
2021,2,SERPENTE JARARACA CRUZEIRA,1
2021,11,SERPENTE JARARACA CRUZEIRA,1
2021,1,SERPENTE JARARACA VERDADEIRA,3
2021,2,SERPENTE JARARACA VERDADEIRA,3
2021,3,SERPENTE JARARACA VERDADEIRA,3
2021,4,SERPENTE JARARACA VERDADEIRA,3
2021,5,SERPENTE JARARACA VERDADEIRA,1
2021,6,SERPENTE JARARACA VERDADEIRA,1
2021,9,SERPENTE JARARACA VERDADEIRA,1
2021,10,SERPENTE JARARACA VERDADEIRA,2
2021,11,SERPENTE JARARACA VERDADEIRA,3
2021,12,SERPENTE JARARACA VERDADEIRA,5
2021,2,SERPENTE JARARACUÇU,1
2021,7,SERPENTE JARARACUÇU,1
2021,12,SERPENTE JARARACUÇU,1
2021,1,SERPENTE JIBOIA,14
2021,2,SERPENTE JIBOIA,20
2021,3,SERPENTE JIBOIA,14
2021,4,SERPENTE JIBOIA,17
2021,5,SERPENTE JIBOIA,11
2021,6,SERPENTE JIBOIA,5
2021,7,SERPENTE JIBOIA,2
2021,8,SERPENTE JIBOIA,4
2021,9,SERPENTE JIBOIA,8
2021,10,SERPENTE JIBOIA,10
2021,11,SERPENTE JIBOIA,15
2021,12,SERPENTE JIBOIA,20
2021,1,SERPENTE JIBOIA ARCO ÍRIS,1
2021,2,SERPENTE JIBOIA ARCO ÍRIS,1
2021,3,SERPENTE JIBOIA ARCO ÍRIS,3
2021,6,SERPENTE JIBOIA ARCO ÍRIS,1
2021,10,SERPENTE JIBOIA ARCO ÍRIS,1
2021,11,SERPENTE JIBOIA ARCO ÍRIS,1
2021,12,SERPENTE JIBOIA ARCO ÍRIS,2
2021,10,SERPENTE KING SNAKE NIGRITOS (EXÓTICA),1
2021,10,SERPENTE MUÇURANA,1
2021,12,SERPENTE MUÇURANA,2
2021,1,TARTARUGA,1
2021,2,TARTARUGA,3
2021,3,TARTARUGA,2
2021,12,TARTARUGA TIGRE D'ÁGUA,1
2021,5,TEIÚ,1
2021,9,TEIÚ,1
2021,10,TEIÚ,3
2021,11,TEIÚ,1
2020,1,Atendimentos registrados,1534
2020,2,Atendimentos registrados,1343
2020,3,Atendimentos registrados,1127
2020,4,Atendimentos registrados,854
2020,5,Atendimentos registrados,1265
2020,6,Atendimentos registrados,813
2020,7,Atendimentos registrados,1534
2020,8,Atendimentos registrados,1118
2020,9,Atendimentos registrados,1685
2020,10,Atendimentos registrados,2132
2020,11,Atendimentos registrados,1838
2020,12,Atendimentos registrados,1449
2020,1,Termos Circunstanciados de Ocorrência - PMDF,82
2020,2,Termos Circunstanciados de Ocorrência - PMDF,72
2020,3,Termos Circunstanciados de Ocorrência - PMDF,60
2020,4,Termos Circunstanciados de Ocorrência - PMDF,45
2020,5,Termos Circunstanciados de Ocorrência - PMDF,67
2020,6,Termos Circunstanciados de Ocorrência - PMDF,43
2020,7,Termos Circunstanciados de Ocorrência - PMDF,82
2020,8,Termos Circunstanciados de Ocorrência - PMDF,60
2020,9,Termos Circunstanciados de Ocorrência - PMDF,90
2020,10,Termos Circunstanciados de Ocorrência - PMDF,114
2020,11,Termos Circunstanciados de Ocorrência - PMDF,98
2020,12,Termos Circunstanciados de Ocorrência - PMDF,77
2020,1,Termos Circunstanciados - OUTRAS,1
2020,2,Termos Circunstanciados - OUTRAS,1
2020,6,Termos Circunstanciados - OUTRAS,1
2020,8,Termos Circunstanciados - OUTRAS,1
2020,1,Em apuração,5
2020,2,Em apuração,4
2020,3,Em apuração,3
2020,4,Em apuração,2
2020,5,Em apuração,3
2020,6,Em apuração,2
2020,7,Em apuração,5
2020,8,Em apuração,4
2020,9,Em apuração,6
2020,10,Em apuração,8
2020,11,Em apuração,7
2020,12,Em apuração,5
2020,1,Flagrantes,8
2020,2,Flagrantes,7
2020,3,Flagrantes,6
2020,4,Flagrantes,4
2020,5,Flagrantes,6
2020,6,Flagrantes,4
2020,7,Flagrantes,8
2020,8,Flagrantes,6
2020,9,Flagrantes,9
2020,10,Flagrantes,12
2020,11,Flagrantes,10
2020,12,Flagrantes,8
2020,1,P.A.A.I.,1
2020,2,P.A.A.I.,1
2020,3,P.A.A.I.,1
2020,5,P.A.A.I.,1
2020,7,P.A.A.I.,1
2020,8,P.A.A.I.,1
2020,9,P.A.A.I.,1
2020,10,P.A.A.I.,1
2020,11,P.A.A.I.,1
2020,1,Apreensão de arma de fogo e/ou munição,4
2020,2,Apreensão de arma de fogo e/ou munição,4
2020,3,Apreensão de arma de fogo e/ou munição,3
2020,4,Apreensão de arma de fogo e/ou munição,2
2020,5,Apreensão de arma de fogo e/ou munição,3
2020,6,Apreensão de arma de fogo e/ou munição,2
2020,7,Apreensão de arma de fogo e/ou munição,4
2020,8,Apreensão de arma de fogo e/ou munição,3
2020,9,Apreensão de arma de fogo e/ou munição,4
2020,10,Apreensão de arma de fogo e/ou munição,5
2020,11,Apreensão de arma de fogo e/ou munição,4
2020,12,Apreensão de arma de fogo e/ou munição,3
2020,1,Busca de Animais,16
2020,2,Busca de Animais,14
2020,3,Busca de Animais,12
2020,4,Busca de Animais,9
2020,5,Busca de Animais,13
2020,6,Busca de Animais,8
2020,7,Busca de Animais,16
2020,8,Busca de Animais,12
2020,9,Busca de Animais,18
2020,10,Busca de Animais,23
2020,11,Busca de Animais,20
2020,12,Busca de Animais,16
2020,1,Captura de Animais,707
2020,2,Captura de Animais,619
2020,3,Captura de Animais,519
2020,4,Captura de Animais,393
2020,5,Captura de Animais,582
2020,6,Captura de Animais,375
2020,7,Captura de Animais,707
2020,8,Captura de Animais,515
2020,9,Captura de Animais,777
2020,10,Captura de Animais,982
2020,11,Captura de Animais,847
2020,12,Captura de Animais,667
2020,1,Corte de Árvores,3
2020,2,Corte de Árvores,3
2020,3,Corte de Árvores,2
2020,4,Corte de Árvores,2
2020,5,Corte de Árvores,3
2020,6,Corte de Árvores,2
2020,7,Corte de Árvores,3
2020,8,Corte de Árvores,2
2020,9,Corte de Árvores,3
2020,10,Corte de Árvores,4
2020,11,Corte de Árvores,3
2020,12,Corte de Árvores,3
2020,1,Crime contra as Áreas de Proteção Permanente,3
2020,2,Crime contra as Áreas de Proteção Permanente,2
2020,3,Crime contra as Áreas de Proteção Permanente,3
2020,4,Crime contra as Áreas de Proteção Permanente,5
2020,5,Crime contra as Áreas de Proteção Permanente,3
2020,6,Crime contra as Áreas de Proteção Permanente,2
2020,7,Crime contra as Áreas de Proteção Permanente,3
2020,8,Crime contra as Áreas de Proteção Permanente,2
2020,9,Crime contra as Áreas de Proteção Permanente,3
2020,10,Crime contra as Áreas de Proteção Permanente,4
2020,11,Crime contra as Áreas de Proteção Permanente,3
2020,12,Crime contra as Áreas de Proteção Permanente,2
2020,1,Crimes contra as Unidades de Conservação,2
2020,2,Crimes contra as Unidades de Conservação,1
2020,3,Crimes contra as Unidades de Conservação,2
2020,4,Crimes contra as Unidades de Conservação,1
2020,5,Crimes contra as Unidades de Conservação,4
2020,6,Crimes contra as Unidades de Conservação,1
2020,7,Crimes contra as Unidades de Conservação,2
2020,8,Crimes contra as Unidades de Conservação,1
2020,9,Crimes contra as Unidades de Conservação,2
2020,10,Crimes contra as Unidades de Conservação,3
2020,11,Crimes contra as Unidades de Conservação,2
2020,12,Crimes contra as Unidades de Conservação,1
2020,1,Crime contra o Licenciamento Ambiental,9
2020,2,Crime contra o Licenciamento Ambiental,8
2020,3,Crime contra o Licenciamento Ambiental,7
2020,4,Crime contra o Licenciamento Ambiental,10
2020,5,Crime contra o Licenciamento Ambiental,30
2020,6,Crime contra o Licenciamento Ambiental,10
2020,7,Crime contra o Licenciamento Ambiental,9
2020,8,Crime contra o Licenciamento Ambiental,8
2020,9,Crime contra o Licenciamento Ambiental,6
2020,10,Crime contra o Licenciamento Ambiental,5
2020,11,Crime contra o Licenciamento Ambiental,4
2020,12,Crime contra o Licenciamento Ambiental,7
2020,1,Crime contra os Recursos Hídricos,3
2020,2,Crime contra os Recursos Hídricos,1
2020,3,Crime contra os Recursos Hídricos,1
2020,4,Crime contra os Recursos Hídricos,3
2020,5,Crime contra os Recursos Hídricos,1
2020,6,Crime contra os Recursos Hídricos,3
2020,7,Crime contra os Recursos Hídricos,3
2020,8,Crime contra os Recursos Hídricos,3
2020,9,Crime contra os Recursos Hídricos,1
2020,10,Crime contra os Recursos Hídricos,1
2020,11,Crime contra os Recursos Hídricos,1
2020,12,Crime contra os Recursos Hídricos,1
2020,1,Crime contra os Recursos Pesqueiros,3
2020,2,Crime contra os Recursos Pesqueiros,1
2020,3,Crime contra os Recursos Pesqueiros,1
2020,4,Crime contra os Recursos Pesqueiros,1
2020,5,Crime contra os Recursos Pesqueiros,7
2020,6,Crime contra os Recursos Pesqueiros,3
2020,7,Crime contra os Recursos Pesqueiros,3
2020,8,Crime contra os Recursos Pesqueiros,3
2020,9,Crime contra os Recursos Pesqueiros,4
2020,10,Crime contra os Recursos Pesqueiros,4
2020,11,Crime contra os Recursos Pesqueiros,1
2020,12,Crime contra os Recursos Pesqueiros,4
2020,1,Crimes contra a Administração Ambiental,1
2020,2,Crimes contra a Administração Ambiental,1
2020,3,Crimes contra a Administração Ambiental,1
2020,4,Crimes contra a Administração Ambiental,1
2020,5,Crimes contra a Administração Ambiental,3
2020,6,Crimes contra a Administração Ambiental,4
2020,7,Crimes contra a Administração Ambiental,1
2020,8,Crimes contra a Administração Ambiental,1
2020,9,Crimes contra a Administração Ambiental,3
2020,10,Crimes contra a Administração Ambiental,7
2020,11,Crimes contra a Administração Ambiental,1
2020,12,Crimes contra a Administração Ambiental,1
2020,1,Crimes contra a Fauna,83
2020,2,Crimes contra a Fauna,83
2020,3,Crimes contra a Fauna,68
2020,4,Crimes contra a Fauna,26
2020,5,Crimes contra a Fauna,34
2020,6,Crimes contra a Fauna,44
2020,7,Crimes contra a Fauna,31
2020,8,Crimes contra a Fauna,47
2020,9,Crimes contra a Fauna,44
2020,10,Crimes contra a Fauna,52
2020,11,Crimes contra a Fauna,52
2020,12,Crimes contra a Fauna,52
2020,1,Crimes contra a Flora,10
2020,2,Crimes contra a Flora,10
2020,3,Crimes contra a Flora,5
2020,4,Crimes contra a Flora,8
2020,5,Crimes contra a Flora,18
2020,6,Crimes contra a Flora,13
2020,7,Crimes contra a Flora,18
2020,8,Crimes contra a Flora,23
2020,9,Crimes contra a Flora,10
2020,10,Crimes contra a Flora,5
2020,11,Crimes contra a Flora,23
2020,12,Crimes contra a Flora,13
2020,1,Outros Crimes Ambientais,3
2020,2,Outros Crimes Ambientais,1
2020,3,Outros Crimes Ambientais,3
2020,4,Outros Crimes Ambientais,1
2020,5,Outros Crimes Ambientais,5
2020,6,Outros Crimes Ambientais,17
2020,7,Outros Crimes Ambientais,10
2020,8,Outros Crimes Ambientais,12
2020,9,Outros Crimes Ambientais,3
2020,10,Outros Crimes Ambientais,8
2020,11,Outros Crimes Ambientais,3
