ano,mes,natureza,quantidade
2020,12,Outros Crimes Ambientais,5
2020,1,Parcelamento Irregular do Solo,3
2020,2,Parcelamento Irregular do Solo,1
2020,3,Parcelamento Irregular do Solo,3
2020,4,Parcelamento Irregular do Solo,3
2020,5,Parcelamento Irregular do Solo,5
2020,6,Parcelamento Irregular do Solo,10
2020,7,Parcelamento Irregular do Solo,8
2020,8,Parcelamento Irregular do Solo,8
2020,9,Parcelamento Irregular do Solo,3
2020,10,Parcelamento Irregular do Solo,3
2020,11,Parcelamento Irregular do Solo,8
2020,1,Recolhimento/Remoção de Animais,109
2020,2,Recolhimento/Remoção de Animais,65
2020,3,Recolhimento/Remoção de Animais,138
2020,4,Recolhimento/Remoção de Animais,117
2020,5,Recolhimento/Remoção de Animais,83
2020,6,Recolhimento/Remoção de Animais,83
2020,7,Recolhimento/Remoção de Animais,57
2020,8,Recolhimento/Remoção de Animais,68
2020,9,Recolhimento/Remoção de Animais,101
2020,10,Recolhimento/Remoção de Animais,178
2020,11,Recolhimento/Remoção de Animais,219
2020,12,Recolhimento/Remoção de Animais,158
2020,1,Remoção de Animais,52
2020,2,Remoção de Animais,62
2020,3,Remoção de Animais,68
2020,4,Remoção de Animais,42
2020,5,Remoção de Animais,26
2020,6,Remoção de Animais,47
2020,7,Remoção de Animais,31
2020,8,Remoção de Animais,47
2020,9,Remoção de Animais,39
2020,10,Remoção de Animais,70
2020,11,Remoção de Animais,83
2020,12,Remoção de Animais,57
2020,1,QUANTIDADE DE RESGATE,894
2020,2,QUANTIDADE DE RESGATE,783
2020,3,QUANTIDADE DE RESGATE,657
2020,4,QUANTIDADE DE RESGATE,498
2020,5,QUANTIDADE DE RESGATE,738
2020,6,QUANTIDADE DE RESGATE,474
2020,7,QUANTIDADE DE RESGATE,894
2020,8,QUANTIDADE DE RESGATE,651
2020,9,QUANTIDADE DE RESGATE,981
2020,10,QUANTIDADE DE RESGATE,1242
2020,11,QUANTIDADE DE RESGATE,1071
2020,12,QUANTIDADE DE RESGATE,843
2020,1,QUANTIDADE DE SOLTURA,268
2020,2,QUANTIDADE DE SOLTURA,235
2020,3,QUANTIDADE DE SOLTURA,197
2020,4,QUANTIDADE DE SOLTURA,149
2020,5,QUANTIDADE DE SOLTURA,221
2020,6,QUANTIDADE DE SOLTURA,142
2020,7,QUANTIDADE DE SOLTURA,268
2020,8,QUANTIDADE DE SOLTURA,195
2020,9,QUANTIDADE DE SOLTURA,294
2020,10,QUANTIDADE DE SOLTURA,373
2020,11,QUANTIDADE DE SOLTURA,321
2020,12,QUANTIDADE DE SOLTURA,253
2020,6,QUANTIDADE DE ÓBITOS,1
2020,8,QUANTIDADE DE ÓBITOS,1
2020,10,QUANTIDADE DE ÓBITOS,8
2020,11,QUANTIDADE DE ÓBITOS,3
2020,12,QUANTIDADE DE ÓBITOS,2
2020,1,QUANTIDADE DE FERIDOS,152
2020,2,QUANTIDADE DE FERIDOS,133
2020,3,QUANTIDADE DE FERIDOS,112
2020,4,QUANTIDADE DE FERIDOS,85
2020,5,QUANTIDADE DE FERIDOS,125
2020,6,QUANTIDADE DE FERIDOS,81
2020,7,QUANTIDADE DE FERIDOS,152
2020,8,QUANTIDADE DE FERIDOS,111
2020,9,QUANTIDADE DE FERIDOS,167
2020,10,QUANTIDADE DE FERIDOS,211
2020,11,QUANTIDADE DE FERIDOS,182
2020,12,QUANTIDADE DE FERIDOS,143
2020,1,QUANTIDADE DE ATROPELAMENTO,1
2020,2,QUANTIDADE DE ATROPELAMENTO,1
2020,3,QUANTIDADE DE ATROPELAMENTO,1
2020,5,QUANTIDADE DE ATROPELAMENTO,1
2020,7,QUANTIDADE DE ATROPELAMENTO,1
2020,8,QUANTIDADE DE ATROPELAMENTO,1
2020,9,QUANTIDADE DE ATROPELAMENTO,1
2020,10,QUANTIDADE DE ATROPELAMENTO,2
2020,11,QUANTIDADE DE ATROPELAMENTO,1
2020,1,QUANTIDADE DE FILHOTES,54
2020,2,QUANTIDADE DE FILHOTES,47
2020,3,QUANTIDADE DE FILHOTES,39
2020,4,QUANTIDADE DE FILHOTES,30
2020,5,QUANTIDADE DE FILHOTES,44
2020,6,QUANTIDADE DE FILHOTES,28
2020,7,QUANTIDADE DE FILHOTES,54
2020,8,QUANTIDADE DE FILHOTES,39
2020,9,QUANTIDADE DE FILHOTES,59
2020,10,QUANTIDADE DE FILHOTES,75
2020,11,QUANTIDADE DE FILHOTES,64
2020,12,QUANTIDADE DE FILHOTES,51
2020,1,NOME POPULAR,36
2020,2,NOME POPULAR,33
2020,3,NOME POPULAR,12
2020,4,NOME POPULAR,19
2020,5,NOME POPULAR,50
2020,6,NOME POPULAR,3
2020,7,NOME POPULAR,69
2020,8,NOME POPULAR,34
2020,9,NOME POPULAR,8
2020,11,NOME POPULAR,4
2020,12,NOME POPULAR,14
2020,5,ALMA DE GATO,1
2020,6,ALMA DE GATO,1
2020,11,ALMA DE GATO,1
2020,1,ANDORINHA,3
2020,2,ANDORINHA,1
2020,3,ANDORINHA,1
2020,6,ANDORINHA,1
2020,8,ANDORINHA,3
2020,10,ANDORINHA,7
2020,11,ANDORINHA,5
2020,1,ANU BRANCO,1
2020,6,ANU BRANCO,1
2020,7,ANU BRANCO,1
2020,8,ANU BRANCO,1
2020,10,ANU BRANCO,1
2020,11,ANU BRANCO,1
2020,5,ANU PRETO,1
2020,11,ANU PRETO,2
2020,12,ANU PRETO,1
2020,8,ARAÇARI CASTANHO,1
2020,1,ARARA CANINDÉ,1
2020,5,ARARA CANINDÉ,3
2020,6,ARARA CANINDÉ,3
2020,7,ARARA CANINDÉ,4
2020,8,ARARA CANINDÉ,5
2020,11,ARARA CANINDÉ,1
2020,12,ARARA CANINDÉ,1
2020,2,ARARA MARACANÃ,2
2020,2,AZULÃO,2
2020,4,AZULÃO,1
2020,5,AZULÃO,1
2020,8,AZULÃO,2
2020,9,AZULÃO,2
2020,11,AZULÃO,3
2020,3,BACURAU,1
2020,6,BACURAU,1
2020,8,BACURAU,1
2020,9,BACURAU,9
2020,10,BACURAU,1
2020,11,BACURAU,2
2020,12,BACURAU,3
2020,1,BAIANO,11
2020,2,BAIANO,3
2020,3,BAIANO,6
2020,5,BAIANO,3
2020,6,BAIANO,1
2020,7,BAIANO,14
2020,8,BAIANO,6
2020,9,BAIANO,21
2020,10,BAIANO,1
2020,11,BAIANO,17
2020,12,BAIANO,6
2020,1,BEIJA FLOR,2
2020,2,BEIJA FLOR,1
2020,3,BEIJA FLOR,1
2020,5,BEIJA FLOR,2
2020,7,BEIJA FLOR,3
2020,9,BEIJA FLOR,3
2020,10,BEIJA FLOR,2
2020,11,BEIJA FLOR,1
2020,12,BEIJA FLOR,1
2020,1,BEM-TE-VI,1
2020,2,BEM-TE-VI,5
2020,3,BEM-TE-VI,1
2020,7,BEM-TE-VI,2
2020,8,BEM-TE-VI,2
2020,9,BEM-TE-VI,3
2020,10,BEM-TE-VI,10
2020,11,BEM-TE-VI,3
2020,12,BEM-TE-VI,9
2020,9,BICO DE LACRE,1
2020,5,BIGODINHO,1
2020,1,BIGUÁ,1
2020,1,CANÁRIO DA TERRA,23
2020,2,CANÁRIO DA TERRA,4
2020,3,CANÁRIO DA TERRA,3
2020,4,CANÁRIO DA TERRA,14
2020,5,CANÁRIO DA TERRA,14
2020,7,CANÁRIO DA TERRA,28
2020,8,CANÁRIO DA TERRA,7
2020,9,CANÁRIO DA TERRA,65
2020,11,CANÁRIO DA TERRA,22
2020,12,CANÁRIO DA TERRA,11
2020,1,CARCARÁ,3
2020,2,CARCARÁ,2
2020,4,CARCARÁ,1
2020,5,CARCARÁ,4
2020,6,CARCARÁ,9
2020,7,CARCARÁ,7
2020,8,CARCARÁ,6
2020,9,CARCARÁ,1
2020,10,CARCARÁ,5
2020,11,CARCARÁ,2
2020,12,CARCARÁ,4
2020,2,CARDEAL-DO-NORDESTE,1
2020,4,CARDEAL-DO-NORDESTE,1
2020,5,CARDEAL-DO-NORDESTE,1
2020,7,CARDEAL-DO-NORDESTE,1
2020,12,CARDEAL-DO-NORDESTE,1
2020,11,CARDEAL-DO-SUL,1
2020,1,COLEIRO,3
2020,2,COLEIRO,6
2020,3,COLEIRO,1
2020,5,COLEIRO,4
2020,7,COLEIRO,5
2020,8,COLEIRO,4
2020,10,COLEIRO,3
2020,11,COLEIRO,3
2020,12,COLEIRO,5
2020,2,CORRUPIÃO,1
2020,7,CORRUPIÃO,2
2020,8,CORRUPIÃO,1
2020,11,CORRUPIÃO,1
2020,1,CORUJA BURAQUEIRA,19
2020,2,CORUJA BURAQUEIRA,9
2020,3,CORUJA BURAQUEIRA,8
2020,4,CORUJA BURAQUEIRA,2
2020,5,CORUJA BURAQUEIRA,4
2020,6,CORUJA BURAQUEIRA,5
2020,7,CORUJA BURAQUEIRA,9
2020,8,CORUJA BURAQUEIRA,11
2020,9,CORUJA BURAQUEIRA,7
2020,10,CORUJA BURAQUEIRA,5
2020,11,CORUJA BURAQUEIRA,6
2020,12,CORUJA BURAQUEIRA,21
2020,3,CORUJA ORELHUDA,1
2020,4,CORUJA ORELHUDA,1
2020,5,CORUJA ORELHUDA,2
2020,6,CORUJA ORELHUDA,6
2020,7,CORUJA ORELHUDA,5
2020,8,CORUJA ORELHUDA,6
2020,9,CORUJA ORELHUDA,2
2020,10,CORUJA ORELHUDA,2
2020,11,CORUJA ORELHUDA,1
2020,12,CORUJA ORELHUDA,3
2020,6,CORUJA PRETA,1
2020,8,CORUJA PRETA,1
2020,10,CORUJA PRETA,2
2020,11,CORUJA PRETA,6
2020,12,CORUJA PRETA,1
2020,1,CORUJA SUINDARA,2
2020,2,CORUJA SUINDARA,3
2020,4,CORUJA SUINDARA,2
2020,5,CORUJA SUINDARA,2
2020,6,CORUJA SUINDARA,1
2020,7,CORUJA SUINDARA,3
2020,8,CORUJA SUINDARA,5
2020,9,CORUJA SUINDARA,6
2020,10,CORUJA SUINDARA,4
2020,11,CORUJA SUINDARA,1
2020,12,CORUJA SUINDARA,2
2020,1,CORUJINHA DA MATA,1
2020,3,CORUJINHA DA MATA,1
2020,7,CORUJINHA DA MATA,3
2020,8,CORUJINHA DA MATA,1
2020,11,CORUJINHA DA MATA,3
2020,12,CORUJINHA DA MATA,2
2020,3,CURIANGO,1
2020,6,CURIANGO,1
2020,8,CURIANGO,1
2020,9,CURIANGO,9
2020,10,CURIANGO,1
2020,11,CURIANGO,2
2020,12,CURIANGO,3
2020,1,CURICACA,1
2020,2,CURICACA,1
2020,5,CURICACA,3
2020,7,CURICACA,2
2020,8,CURICACA,1
2020,9,CURICACA,2
2020,10,CURICACA,4
2020,11,CURICACA,2
2020,12,CURICACA,1
2020,3,CURIÓ,1
2020,8,CURIÓ,2
2020,11,CURIÓ,3
2020,1,FRANGO D'ÁGUA,1
2020,2,FRANGO D'ÁGUA,2
2020,3,FRANGO D'ÁGUA,2
2020,4,FRANGO D'ÁGUA,3
2020,6,FRANGO D'ÁGUA,2
2020,8,FRANGO D'ÁGUA,1
2020,10,FRANGO D'ÁGUA,2
2020,11,FRANGO D'ÁGUA,2
2020,10,GARÇA BRANCA,1
2020,12,GARÇA BRANCA,1
2020,9,GATURAMO VERDADEIRO,2
2020,11,GATURAMO VERDADEIRO,1
2020,12,GATURAMO VERDADEIRO,1
2020,1,GAVIÃO CARIJO,1
2020,2,GAVIÃO CARIJO,2
2020,4,GAVIÃO CARIJO,2
2020,6,GAVIÃO CARIJO,1
2020,7,GAVIÃO CARIJO,3
2020,8,GAVIÃO CARIJO,1
2020,9,GAVIÃO CARIJO,1
2020,10,GAVIÃO CARIJO,4
2020,11,GAVIÃO CARIJO,1
2020,12,GAVIÃO CARIJO,2
2020,6,GAVIÃO QUIRI QUIRI,1
2020,7,GAVIÃO QUIRI QUIRI,3
2020,8,GAVIÃO QUIRI QUIRI,2
2020,9,GAVIÃO QUIRI QUIRI,3
2020,10,GAVIÃO QUIRI QUIRI,3
2020,11,GAVIÃO QUIRI QUIRI,1
2020,12,GAVIÃO QUIRI QUIRI,1
2020,2,GRALHA - CANCÃ,1
2020,1,IRAÚNA-GRANDE,1
2020,2,IRAÚNA-GRANDE,1
2020,3,IRAÚNA-GRANDE,2
2020,5,IRAÚNA-GRANDE,4
2020,6,IRAÚNA-GRANDE,1
2020,8,IRAÚNA-GRANDE,2
2020,12,IRERÊ,10
2020,2,JANDAIA,3
2020,3,JANDAIA,4
2020,5,JANDAIA,1
2020,8,JANDAIA,1
2020,10,JANDAIA,5
2020,11,JANDAIA,1
2020,12,JANDAIA,1
2020,2,JOÃO DE BARRO,2
2020,9,JOÃO DE BARRO,2
2020,11,JOÃO DE BARRO,5
2020,12,JOÃO DE BARRO,2
2020,9,MARIA FACEIRA,1
2020,1,MARITACA,2
2020,2,MARITACA,3
2020,3,MARITACA,8
2020,4,MARITACA,2
2020,5,MARITACA,3
2020,9,MARITACA,2
2020,10,MARITACA,2
2020,12,MARITACA,1
2020,3,MARRECO,6
2020,9,MARRECO,1
2020,2,MARTIM PESCADOR,1
2020,10,MARTIM PESCADOR,1
2020,11,MARTIM PESCADOR,1
2020,7,MUTUM,2
2020,9,MUTUM,1
2020,1,PAPA CAPIM,11
2020,2,PAPA CAPIM,3
2020,3,PAPA CAPIM,6
2020,5,PAPA CAPIM,3
2020,6,PAPA CAPIM,1
2020,7,PAPA CAPIM,14
2020,8,PAPA CAPIM,6
2020,9,PAPA CAPIM,21
2020,10,PAPA CAPIM,1
2020,11,PAPA CAPIM,17
2020,12,PAPA CAPIM,6
2020,3,PAPA LAGARTA,1
2020,5,PAPA LAGARTA,1
2020,5,PAPAGAIO DO MANGUE,1
2020,10,PAPAGAIO DO MANGUE,1
2020,11,PAPAGAIO DO MANGUE,1
2020,1,PAPAGAIO GALEGO,5
2020,2,PAPAGAIO GALEGO,1
2020,3,PAPAGAIO GALEGO,2
2020,4,PAPAGAIO GALEGO,1
2020,6,PAPAGAIO GALEGO,1
2020,7,PAPAGAIO GALEGO,1
2020,8,PAPAGAIO GALEGO,1
2020,9,PAPAGAIO GALEGO,2
2020,11,PAPAGAIO GALEGO,1
2020,12,PAPAGAIO GALEGO,3
2020,1,PAPAGAIO VERDADEIRO,12
2020,2,PAPAGAIO VERDADEIRO,9
2020,3,PAPAGAIO VERDADEIRO,5
2020,4,PAPAGAIO VERDADEIRO,2
2020,5,PAPAGAIO VERDADEIRO,8
2020,6,PAPAGAIO VERDADEIRO,2
2020,7,PAPAGAIO VERDADEIRO,9
2020,8,PAPAGAIO VERDADEIRO,2
2020,9,PAPAGAIO VERDADEIRO,3
2020,10,PAPAGAIO VERDADEIRO,17
2020,11,PAPAGAIO VERDADEIRO,7
2020,12,PAPAGAIO VERDADEIRO,6
2020,2,PATATIVA,1
2020,7,PATATIVA,1
2020,8,PATATIVA,5
2020,11,PATATIVA,1
2020,12,PATATIVA,2
2020,3,PATO,6
2020,9,PATO,1
2020,10,PERDIZ,1
2020,1,PERIQUITO DO ENCONTRO,9
2020,2,PERIQUITO DO ENCONTRO,14
2020,3,PERIQUITO DO ENCONTRO,3
2020,4,PERIQUITO DO ENCONTRO,2
2020,5,PERIQUITO DO ENCONTRO,7
2020,6,PERIQUITO DO ENCONTRO,4
2020,7,PERIQUITO DO ENCONTRO,8
2020,8,PERIQUITO DO ENCONTRO,8
2020,9,PERIQUITO DO ENCONTRO,11
2020,10,PERIQUITO DO ENCONTRO,19
2020,11,PERIQUITO DO ENCONTRO,15
2020,12,PERIQUITO DO ENCONTRO,7
2020,1,PERIQUITO MARACANÃ,1
2020,2,PERIQUITO MARACANÃ,8
2020,3,PERIQUITO MARACANÃ,8
2020,4,PERIQUITO MARACANÃ,1
2020,5,PERIQUITO MARACANÃ,1
2020,8,PERIQUITO MARACANÃ,1
2020,9,PERIQUITO MARACANÃ,1
2020,10,PERIQUITO MARACANÃ,1
2020,12,PERIQUITO MARACANÃ,1
2020,1,PERIQUITO REI,3
2020,2,PERIQUITO REI,4
2020,3,PERIQUITO REI,1
2020,4,PERIQUITO REI,1
2020,5,PERIQUITO REI,2
2020,8,PERIQUITO REI,1
2020,9,PERIQUITO REI,4
2020,10,PERIQUITO REI,2
2020,11,PERIQUITO REI,2
2020,12,PERIQUITO REI,1
2020,3,PERIQUITO RICO,1
2020,11,PERIQUITO RICO,1
2020,1,PICA-PAU,1
2020,3,PICA-PAU,1
2020,5,PICA-PAU,3
2020,7,PICA-PAU,1
2020,8,PICA-PAU,1
2020,9,PICA-PAU,3
2020,10,PICA-PAU,4
2020,11,PICA-PAU,4
2020,12,PICA-PAU,2
2020,2,PINTASSILGO,1
2020,4,PINTASSILGO,2
2020,5,PINTASSILGO,5
2020,11,PINTASSILGO,2
2020,12,PINTASSILGO,2
2020,2,POMBA DO BANDO,2
2020,3,POMBA DO BANDO,2
2020,4,POMBA DO BANDO,1
2020,5,POMBA DO BANDO,3
2020,7,POMBA DO BANDO,2
2020,8,POMBA DO BANDO,2
2020,10,POMBA DO BANDO,12
2020,11,POMBA DO BANDO,3
2020,12,POMBA DO BANDO,2
2020,1,POMBA VERDADEIRA,1
2020,2,POMBA VERDADEIRA,1
2020,3,POMBA VERDADEIRA,1
2020,5,POMBA VERDADEIRA,1
2020,6,POMBA VERDADEIRA,2
2020,7,POMBA VERDADEIRA,2
2020,12,POMBA VERDADEIRA,2
2020,1,QUERO-QUERO,1
2020,2,QUERO-QUERO,1
2020,5,QUERO-QUERO,2
2020,7,QUERO-QUERO,1
2020,9,QUERO-QUERO,3
2020,12,QUERO-QUERO,2
2020,2,ROLINHA CINZENTA,1
2020,5,ROLINHA CINZENTA,1
2020,6,ROLINHA CINZENTA,1
2020,7,ROLINHA CINZENTA,1
2020,10,ROLINHA CINZENTA,1
2020,1,ROLINHA-ROXA,1
2020,2,ROLINHA-ROXA,1
2020,5,ROLINHA-ROXA,1
2020,6,ROLINHA-ROXA,4
2020,7,ROLINHA-ROXA,2
2020,8,ROLINHA-ROXA,4
2020,9,ROLINHA-ROXA,2
2020,11,ROLINHA-ROXA,1
2020,12,ROLINHA-ROXA,1
2020,1,SABIÁ-BARRANCO,1
2020,2,SABIÁ-BARRANCO,1
2020,5,SABIÁ-BARRANCO,1
2020,10,SABIÁ-BARRANCO,1
2020,11,SABIÁ-BARRANCO,3
2020,12,SABIÁ-BARRANCO,2
2020,11,SABIÁ-DO-CAMPO,2
2020,12,SABIÁ-DO-CAMPO,2
2020,1,SABIÁ-LARANJEIRA,4
2020,2,SABIÁ-LARANJEIRA,2
2020,3,SABIÁ-LARANJEIRA,1
2020,4,SABIÁ-LARANJEIRA,1
2020,5,SABIÁ-LARANJEIRA,7
2020,7,SABIÁ-LARANJEIRA,3
2020,8,SABIÁ-LARANJEIRA,3
2020,9,SABIÁ-LARANJEIRA,1
2020,10,SABIÁ-LARANJEIRA,4
2020,11,SABIÁ-LARANJEIRA,7
2020,12,SABIÁ-LARANJEIRA,3
2020,4,SAIRA AMARELA,1
2020,5,SANHAÇO CINZENTO,1
2020,11,SANHAÇO COQUEIRO,1
2020,1,SARACURA,2
2020,3,SARACURA,1
2020,5,SARACURA,1
2020,7,SARACURA,1
2020,10,SARACURA,1
2020,12,SERIEMA,1
2020,1,SOCO,1
2020,12,SOCO,1
2020,2,SUIRIRI-CAVALEIRO,2
2020,3,SUIRIRI-CAVALEIRO,1
2020,5,SUIRIRI-CAVALEIRO,1
2020,1,TESOURINHA,3
2020,2,TESOURINHA,1
2020,3,TESOURINHA,1
2020,6,TESOURINHA,1
2020,8,TESOURINHA,3
2020,10,TESOURINHA,7
2020,11,TESOURINHA,5
2020,5,TICO TICO REI,1
2020,11,TICO TICO REI,1
2020,12,TICO TICO REI,1
2020,7,TIZIU,1
2020,1,TRINCA FERRO,1
2020,5,TRINCA FERRO,2
2020,11,TRINCA FERRO,2
2020,12,TRINCA FERRO,1
2020,1,TUCANO,2
2020,2,TUCANO,1
2020,3,TUCANO,1
2020,4,TUCANO,1
2020,5,TUCANO,5
2020,6,TUCANO,1
2020,7,TUCANO,3
2020,8,TUCANO,2
2020,10,TUCANO,1
2020,11,TUCANO,5
2020,12,TUCANO,2
2020,1,URUBU,1
2020,5,URUBU,3
2020,6,URUBU,3
2020,7,URUBU,2
2020,8,URUBU,13
2020,9,URUBU,9
2020,10,URUBU,10
2020,11,URUBU,3
2020,12,URUBU,1
2020,5,URUTAU,4
2020,6,URUTAU,1
2020,7,URUTAU,1
2020,9,URUTAU,3
2020,10,URUTAU,3
2020,11,URUTAU,2
2020,1,NOME POPULAR,100
2020,2,NOME POPULAR,90
2020,3,NOME POPULAR,70
2020,4,NOME POPULAR,49
2020,5,NOME POPULAR,66
2020,6,NOME POPULAR,67
2020,7,NOME POPULAR,89
2020,8,NOME POPULAR,61
2020,9,NOME POPULAR,120
2020,10,NOME POPULAR,221
2020,11,NOME POPULAR,107
2020,12,NOME POPULAR,71
2020,5,ANTA,2
2020,11,ANTA,1
2020,12,BICHO PREGUIÇA,1
2020,2,CACHORRO DO MATO,1
2020,7,CACHORRO DO MATO,1
2020,8,CACHORRO DO MATO,2
2020,1,CACHORRO DOMÉSTICO,1
2020,2,CACHORRO DOMÉSTICO,4
2020,3,CACHORRO DOMÉSTICO,1
2020,4,CACHORRO DOMÉSTICO,2
2020,7,CACHORRO DOMÉSTICO,6
2020,4,CANGAMBÁ,1
2020,1,CAPIVARA,11
2020,2,CAPIVARA,1
2020,3,CAPIVARA,1
2020,4,CAPIVARA,2
2020,5,CAPIVARA,3
2020,6,CAPIVARA,3
2020,7,CAPIVARA,1
2020,8,CAPIVARA,2
2020,9,CAPIVARA,1
2020,10,CAPIVARA,3
2020,11,CAPIVARA,10
2020,12,CAPIVARA,4
2020,2,CATITU,1
2020,9,CATITU,1
2020,3,CUICA VERDADEIRO,1
2020,11,CUICA VERDADEIRO,1
2020,6,FURÃO,1
2020,7,FURÃO,3
2020,8,GATO DO MATO,1
2020,7,JAGUARUNDI,1
2020,3,JAGUATIRICA,1
2020,11,LOBO GUARA,1
2020,12,LOBO GUARA,2
2020,7,MACACO PREGO,1
2020,8,MACACO PREGO,2
2020,10,MACACO PREGO,1
2020,1,MACACO SAGUI,3
2020,2,MACACO SAGUI,9
2020,3,MACACO SAGUI,2
2020,4,MACACO SAGUI,3
2020,5,MACACO SAGUI,3
2020,6,MACACO SAGUI,3
2020,7,MACACO SAGUI,9
2020,8,MACACO SAGUI,10
2020,9,MACACO SAGUI,4
2020,10,MACACO SAGUI,6
2020,11,MACACO SAGUI,11
2020,12,MACACO SAGUI,4
2020,1,MICO ESTRELA,1
2020,2,MICO ESTRELA,2
2020,3,MICO ESTRELA,3
2020,4,MICO ESTRELA,2
2020,5,MICO ESTRELA,4
2020,6,MICO ESTRELA,2
2020,7,MICO ESTRELA,2
2020,8,MICO ESTRELA,3
2020,11,MICO ESTRELA,1
2020,12,MICO ESTRELA,3
2020,1,PORCO ESPINHO,3
2020,2,PORCO ESPINHO,1
2020,4,PORCO ESPINHO,1
2020,6,PORCO ESPINHO,1
2020,7,PORCO ESPINHO,4
2020,8,PORCO ESPINHO,6
2020,9,PORCO ESPINHO,7
2020,10,PORCO ESPINHO,1
2020,11,PORCO ESPINHO,2
2020,12,PORCO ESPINHO,1
2020,1,QUATI,1
2020,11,QUATI,1
2020,12,QUATI,1
2020,7,RAPOSA,1
2020,8,RAPOSA,2
2020,12,RAPOSA,1
2020,1,SARUÊ,75
2020,2,SARUÊ,63
2020,3,SARUÊ,58
2020,4,SARUÊ,35
2020,5,SARUÊ,51
2020,6,SARUÊ,55
2020,7,SARUÊ,59
2020,8,SARUÊ,31
2020,9,SARUÊ,102
2020,10,SARUÊ,208
2020,11,SARUÊ,71
2020,12,SARUÊ,46
2020,1,TAMANDUÁ BANDEIRA,1
2020,2,TAMANDUÁ BANDEIRA,3
2020,3,TAMANDUÁ BANDEIRA,1
2020,4,TAMANDUÁ BANDEIRA,1
2020,5,TAMANDUÁ BANDEIRA,1
2020,8,TAMANDUÁ BANDEIRA,1
2020,11,TAMANDUÁ BANDEIRA,1
2020,12,TAMANDUÁ BANDEIRA,1
2020,2,TAMANDUÁ MIRIM,1
2020,6,TAMANDUÁ MIRIM,2
2020,8,TAMANDUÁ MIRIM,1
2020,9,TAMANDUÁ MIRIM,3
2020,11,TAMANDUÁ MIRIM,1
2020,12,TAMANDUÁ MIRIM,1
2020,4,TATU BOLA,1
2020,11,TATU BOLA,1
2020,12,TATU DE RABO MOLE,1
2020,1,TATU GALINHA,3
2020,2,TATU GALINHA,1
2020,3,TATU GALINHA,1
2020,4,TATU GALINHA,1
2020,9,TATU GALINHA,2
2020,11,TATU GALINHA,5
2020,12,TATU GALINHA,4
2020,2,TATU PEBA,1
2020,7,TATU PEBA,1
2020,10,TATU PEBA,1
2020,1,VEADO CAMPEIRO,1
2020,2,VEADO CAMPEIRO,2
2020,3,VEADO CAMPEIRO,1
2020,5,VEADO CAMPEIRO,2
2020,10,VEADO CAMPEIRO,1
2020,12,VEADO CAMPEIRO,1
2020,1,NOME POPULAR,75
2020,2,NOME POPULAR,63
2020,3,NOME POPULAR,71
2020,4,NOME POPULAR,74
2020,5,NOME POPULAR,61
2020,6,NOME POPULAR,36
2020,7,NOME POPULAR,73
2020,8,NOME POPULAR,40
2020,9,NOME POPULAR,29
2020,10,NOME POPULAR,45
2020,11,NOME POPULAR,85
2020,12,NOME POPULAR,67
2020,1,SERPENTE JIBOIA,16
2020,2,SERPENTE JIBOIA,19
2020,3,SERPENTE JIBOIA,16
2020,4,SERPENTE JIBOIA,20
2020,5,SERPENTE JIBOIA,8
2020,6,SERPENTE JIBOIA,3
2020,7,SERPENTE JIBOIA,12
2020,8,SERPENTE JIBOIA,5
2020,9,SERPENTE JIBOIA,5
2020,10,SERPENTE JIBOIA,8
2020,11,SERPENTE JIBOIA,15
2020,12,SERPENTE JIBOIA,11
2020,1,SERPENTE CASCAVEL,14
2020,2,SERPENTE CASCAVEL,6
2020,3,SERPENTE CASCAVEL,14
2020,4,SERPENTE CASCAVEL,15
2020,5,SERPENTE CASCAVEL,17
2020,6,SERPENTE CASCAVEL,5
2020,7,SERPENTE CASCAVEL,3
2020,8,SERPENTE CASCAVEL,1
2020,9,SERPENTE CASCAVEL,3
2020,10,SERPENTE CASCAVEL,1
2020,11,SERPENTE CASCAVEL,2
2020,12,SERPENTE CASCAVEL,8
2020,1,SERPENTE CORRE CAMPO,4
2020,2,SERPENTE CORRE CAMPO,5
2020,3,SERPENTE CORRE CAMPO,6
2020,4,SERPENTE CORRE CAMPO,11
2020,5,SERPENTE CORRE CAMPO,9
2020,6,SERPENTE CORRE CAMPO,7
2020,7,SERPENTE CORRE CAMPO,11
2020,8,SERPENTE CORRE CAMPO,5
2020,9,SERPENTE CORRE CAMPO,2
2020,10,SERPENTE CORRE CAMPO,2
2020,11,SERPENTE CORRE CAMPO,7
2020,12,SERPENTE CORRE CAMPO,8
2020,1,SERPENTE COBRA CIPÓ,7
2020,2,SERPENTE COBRA CIPÓ,1
2020,3,SERPENTE COBRA CIPÓ,6
2020,4,SERPENTE COBRA CIPÓ,2
2020,5,SERPENTE COBRA CIPÓ,1
2020,6,SERPENTE COBRA CIPÓ,1
2020,7,SERPENTE COBRA CIPÓ,4
2020,8,SERPENTE COBRA CIPÓ,5
2020,9,SERPENTE COBRA CIPÓ,2
2020,10,SERPENTE COBRA CIPÓ,9
2020,11,SERPENTE COBRA CIPÓ,15
2020,12,SERPENTE COBRA CIPÓ,8
2020,1,SERPENTE CORAL FALSA,6
2020,2,SERPENTE CORAL FALSA,4
2020,3,SERPENTE CORAL FALSA,4
2020,4,SERPENTE CORAL FALSA,5
2020,5,SERPENTE CORAL FALSA,4
2020,6,SERPENTE CORAL FALSA,11
